1,0.737046
2,0.616859
3,0.42252
4,0.366142
5,0.286711
6,0.143638
7,0.199093
8,0.0930348
9,0.0728143
10,0.113464
11,0.14231
12,0.0806224
13,0.0715998
14,0.00785521
