1,0.671699
2,0.5006
3,0.378353
4,0.298784
5,0.292851
6,0.253252
7,0.180743
8,0.16881
9,0.147454
10,0.141978
11,0.0943515
12,0.0777198
13,0.0772438
14,0.0561139
