1,0.658572
2,0.488915
3,0.387974
4,0.333814
5,0.246544
6,0.170957
7,0.117746
8,0.163647
9,0.0904048
10,0.0652439
11,0.0549344
12,0.0413949
13,0.0396722
14,0.0640216
