1,0.658711
2,0.47445
3,0.316287
4,0.223737
5,0.141486
6,0.141172
7,0.0675448
8,0.0711027
9,0.0498315
10,0.0143825
11,0.0162696
12,0.0189548
13,0.0237033
14,0.00360676
