1,0.635138
2,0.437808
3,0.268794
4,0.232189
5,0.139969
6,0.0888486
7,0.0779731
8,0.0418213
9,0.0560036
10,0.0127966
11,0.000353258
12,0.0372466
13,0.0162483
14,0.00586534
