1,0.621395
2,0.435989
3,0.337749
4,0.260403
5,0.208489
6,0.194553
7,0.161282
8,0.144197
9,0.117727
10,0.0915857
11,0.100827
12,0.116333
13,0.0743735
14,0.0730748
