nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,taux_neutre,resultat_min,resultat_moyen,resultat_max,iteration_min,iteration_moyen,iteration_max,freq_optimum_glob,freq_borne_inf
Gp04-10,4,4,1000,234.53,1,1263,swap,nd,0.00162554,0.7065,1263,1263.04,1264,1,3,8,0.96,0
