nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp08-05,8,8,1000,199.09,1,1218,swap,nd,4.2513,0.600531,0.667948,0.731,SHC,1219,1221.29,1232,2,6.91,16,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap,nd,4.2513,0.600531,0.667948,0.731,SHC_with_budget,1219,1219.32,1221,4419,6732.12,10957,0,0
Gp08-05,8,8,1000,199.09,1,1218,insert,nd,7.94516,0.717386,0.758889,0.8343,SHC,1219,1223.63,1248,1,5.72,12,0,0
Gp08-05,8,8,1000,199.09,1,1218,insert,nd,7.94516,0.717386,0.758889,0.8343,SHC_with_budget,1219,1219.63,1221,5294,7523.9,15609,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap+insert,nd,8.30482,0.590484,0.697507,0.7998,SHC,1219,1221.41,1232,3,6.95,13,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap+insert,nd,8.30482,0.590484,0.697507,0.7998,SHC_with_budget,1219,1219.49,1221,4991,7348.7,13329,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap_critic,nd,3.67469,0.677589,0.637727,0.7349,SHC,1219,1224.73,1253,1,6.12,15,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap_critic,nd,3.67469,0.677589,0.637727,0.7349,SHC_with_budget,1219,1219.12,1221,3462,5658.21,9617,0,0
Gp08-05,8,8,1000,199.09,1,1218,insert_critic,nd,8.18179,0.791878,0.694521,0.8333,SHC,1221,1240.31,1345,1,4.28,11,0,0
Gp08-05,8,8,1000,199.09,1,1218,insert_critic,nd,8.18179,0.791878,0.694521,0.8333,SHC_with_budget,1219,1231.85,1332,2406,4759.51,8370,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap+insert_critic,nd,5.14426,0.595972,0.786058,0.803,SHC,1219,1225.15,1306,1,6.67,15,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap+insert_critic,nd,5.14426,0.595972,0.786058,0.803,SHC_with_budget,1219,1219.37,1221,3323,5977.13,9631,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap,giffler,3.41263,1.74001,1.3862,0.4633,SHC,1219,1262.09,1483,4,14.2,28,0,0
Gp08-05,8,8,1000,199.09,1,1218,swap,giffler,3.41263,1.74001,1.3862,0.4633,SHC_with_budget,1218,1222.64,1247,3115,4965.35,10785,0.06,0
Gp08-05,8,8,1000,199.09,1,1218,insert,giffler,3.54352,1.86692,1.62473,0.6371,SHC,1221,1309.07,1484,5,13.04,28,0,0
Gp08-05,8,8,1000,199.09,1,1218,insert,giffler,3.54352,1.86692,1.62473,0.6371,SHC_with_budget,1218,1222.75,1241,4047,7110.04,15219,0.02,0
