nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-08,9,9,1000,165.67,1,1105,swap,nd,3.57696,0.865386,0.639808,0.7382,SHC,1113,1148.94,1193,3,8.52,15,0,0
Gp09-08,9,9,1000,165.67,1,1105,swap,nd,3.57696,0.865386,0.639808,0.7382,SHC_with_budget,1112,1130.18,1162,6365,11399.4,27485,0,0
Gp09-08,9,9,1000,165.67,1,1105,insert,nd,7.52787,0.786102,0.616277,0.8343,SHC,1113,1169.47,1205,2,6.79,16,0,0
Gp09-08,9,9,1000,165.67,1,1105,insert,nd,7.52787,0.786102,0.616277,0.8343,SHC_with_budget,1112,1132.44,1167,6768,12831.5,26339,0,0
Gp09-08,9,9,1000,165.67,1,1105,swap+insert,nd,5.93479,0.691166,0.71743,0.8006,SHC,1110,1152.9,1191,2,8.35,22,0,0
Gp09-08,9,9,1000,165.67,1,1105,swap+insert,nd,5.93479,0.691166,0.71743,0.8006,SHC_with_budget,1110,1131.27,1167,6368,11681.7,27517,0,0
Gp09-08,9,9,1000,165.67,1,1105,swap_critic,nd,4.5873,0.689103,0.707466,0.7414,SHC,1120,1166.42,1210,2,7.32,17,0,0
Gp09-08,9,9,1000,165.67,1,1105,swap_critic,nd,4.5873,0.689103,0.707466,0.7414,SHC_with_budget,1110,1130.38,1164,3997,8475.74,19752,0,0
Gp09-08,9,9,1000,165.67,1,1105,insert_critic,nd,8.23296,0.713965,0.916077,0.8303,SHC,1141,1195.64,1315,1,4.6,14,0,0
Gp09-08,9,9,1000,165.67,1,1105,insert_critic,nd,8.23296,0.713965,0.916077,0.8303,SHC_with_budget,1119,1188.72,1316,2404,6067.49,10172,0,0
Gp09-08,9,9,1000,165.67,1,1105,swap+insert_critic,nd,5.54254,0.732701,0.67347,0.7978,SHC,1116,1168.98,1209,2,6.81,18,0,0
