nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp10-06,10,10,1000,152.881,1,1071,swap,nd,4.00062,0.645002,0.639995,0.7421,SHC,1072,1136.24,1170,3,9.77,21,0,0
Gp10-06,10,10,1000,152.881,1,1071,swap,nd,4.00062,0.645002,0.639995,0.7421,SHC_with_budget,1071,1113.87,1144,6879,14936.4,29722,0.01,0
Gp10-06,10,10,1000,152.881,1,1071,insert,nd,6.6677,0.481006,0.529851,0.8362,SHC,1076,1150.71,1209,1,7.62,20,0,0
Gp10-06,10,10,1000,152.881,1,1071,insert,nd,6.6677,0.481006,0.529851,0.8362,SHC_with_budget,1072,1120.54,1169,8778,17781.8,39268,0,0
Gp10-06,10,10,1000,152.881,1,1071,swap+insert,nd,4.58753,0.594605,0.60645,0.8022,SHC,1074,1138.49,1179,1,9.83,23,0,0
Gp10-06,10,10,1000,152.881,1,1071,swap+insert,nd,4.58753,0.594605,0.60645,0.8022,SHC_with_budget,1071,1113.51,1155,8197,17273.6,37916,0.01,0
Gp10-06,10,10,1000,152.881,1,1071,swap_critic,nd,4.16817,0.58295,0.582463,0.7423,SHC,1095,1156.11,1207,1,8.27,18,0,0
Gp10-06,10,10,1000,152.881,1,1071,swap_critic,nd,4.16817,0.58295,0.582463,0.7423,SHC_with_budget,1071,1107.75,1144,5842,13315.6,38960,0.01,0
Gp10-06,10,10,1000,152.881,1,1071,insert_critic,nd,7.89493,0.553365,0.556794,0.8309,SHC,1125,1193.36,1266,1,5.11,11,0,0
