nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-02,9,9,1000,164.757,1,1110,swap,nd,3.97929,0.603836,0.680827,0.7425,SHC,1126,1154.61,1200,1,9.18,20,0,0
Gp09-02,9,9,1000,164.757,1,1110,swap,nd,3.97929,0.603836,0.680827,0.7425,SHC_with_budget,1116,1132.86,1159,5833,10225.3,25649,0,0
Gp09-02,9,9,1000,164.757,1,1110,insert,nd,3.862,0.718447,0.559474,0.8219,SHC,1128,1169.75,1217,2,7.08,16,0,0
Gp09-02,9,9,1000,164.757,1,1110,insert,nd,3.862,0.718447,0.559474,0.8219,SHC_with_budget,1117,1137.56,1163,6771,12285,28712,0,0
Gp09-02,9,9,1000,164.757,1,1110,swap+insert,nd,4.58122,0.625144,0.621541,0.8036,SHC,1125,1151.3,1204,3,10,22,0,0
Gp09-02,9,9,1000,164.757,1,1110,swap+insert,nd,4.58122,0.625144,0.621541,0.8036,SHC_with_budget,1115,1134.23,1160,6445,11125.9,23603,0,0
Gp09-02,9,9,1000,164.757,1,1110,swap_critic,nd,5.98203,0.561309,0.603303,0.7316,SHC,1125,1168.9,1233,2,7.88,17,0,0
Gp09-02,9,9,1000,164.757,1,1110,swap_critic,nd,5.98203,0.561309,0.603303,0.7316,SHC_with_budget,1115,1134.09,1159,3677,8150.43,15714,0,0
Gp09-02,9,9,1000,164.757,1,1110,insert_critic,nd,5.96528,0.589742,0.444421,0.8303,SHC,1132,1204.12,1279,1,4.91,13,0,0
Gp09-02,9,9,1000,164.757,1,1110,insert_critic,nd,5.96528,0.589742,0.444421,0.8303,SHC_with_budget,1131,1191.99,1286,3064,5857.11,12093,0,0
Gp09-02,9,9,1000,164.757,1,1110,swap+insert_critic,nd,4.67918,0.578402,0.643814,0.7907,SHC,1126,1172.53,1230,2,7.31,17,0,0
