nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-06,9,9,1000,176.78,1,1093,swap,nd,4.45205,0.526162,0.679729,0.7402,SHC,1117,1140.67,1192,2,9.17,24,0,0
Gp09-06,9,9,1000,176.78,1,1093,swap,nd,4.45205,0.526162,0.679729,0.7402,SHC_with_budget,1117,1122.42,1127,5682,10790.1,23035,0,0
Gp09-06,9,9,1000,176.78,1,1093,insert,nd,6.49707,0.749381,0.530214,0.8314,SHC,1120,1154.89,1215,1,7.54,17,0,0
Gp09-06,9,9,1000,176.78,1,1093,insert,nd,6.49707,0.749381,0.530214,0.8314,SHC_with_budget,1117,1126.03,1161,7322,12902.9,26983,0,0
Gp09-06,9,9,1000,176.78,1,1093,swap+insert,nd,7.21948,0.478817,0.730197,0.7987,SHC,1119,1140.58,1184,2,9.47,19,0,0
Gp09-06,9,9,1000,176.78,1,1093,swap+insert,nd,7.21948,0.478817,0.730197,0.7987,SHC_with_budget,1117,1123.34,1150,6601,11978.1,21368,0,0
Gp09-06,9,9,1000,176.78,1,1093,swap_critic,nd,4.14112,0.552425,0.662328,0.7379,SHC,1123,1158.22,1220,2,7.36,19,0,0
Gp09-06,9,9,1000,176.78,1,1093,swap_critic,nd,4.14112,0.552425,0.662328,0.7379,SHC_with_budget,1117,1122.23,1142,3742,8004.48,19197,0,0
Gp09-06,9,9,1000,176.78,1,1093,insert_critic,nd,8.55344,0.587373,0.771038,0.83,SHC,1118,1184.56,1295,1,4.41,14,0,0
Gp09-06,9,9,1000,176.78,1,1093,insert_critic,nd,8.55344,0.587373,0.771038,0.83,SHC_with_budget,1121,1175.4,1233,2454,6087.61,11921,0,0
Gp09-06,9,9,1000,176.78,1,1093,swap+insert_critic,nd,5.36696,0.615163,0.790952,0.7868,SHC,1120,1161.95,1201,2,7.52,17,0,0
