nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp10-09,10,10,1000,153.429,1,1112,swap,nd,4.21501,0.64978,0.69561,0.7406,SHC,1130,1156.67,1194,2,10.4,20,0,0
Gp10-09,10,10,1000,153.429,1,1112,swap,nd,4.21501,0.64978,0.69561,0.7406,SHC_with_budget,1126,1140.84,1164,7269,14681,35996,0,0
Gp10-09,10,10,1000,153.429,1,1112,insert,nd,5.89153,0.645137,0.652736,0.8294,SHC,1135,1169.76,1217,3,8.1,21,0,0
Gp10-09,10,10,1000,153.429,1,1112,insert,nd,5.89153,0.645137,0.652736,0.8294,SHC_with_budget,1126,1144.71,1167,8580,17036.1,35096,0,0
Gp10-09,10,10,1000,153.429,1,1112,swap+insert,nd,5.58986,0.65787,0.591251,0.797,SHC,1134,1158.24,1192,2,10.16,23,0,0
Gp10-09,10,10,1000,153.429,1,1112,swap+insert,nd,5.58986,0.65787,0.591251,0.797,SHC_with_budget,1126,1141.41,1165,8136,15360.8,31741,0,0
Gp10-09,10,10,1000,153.429,1,1112,swap_critic,nd,4.43136,0.522345,0.723232,0.7459,SHC,1136,1171.84,1217,1,8.65,17,0,0
Gp10-09,10,10,1000,153.429,1,1112,swap_critic,nd,4.43136,0.522345,0.723232,0.7459,SHC_with_budget,1127,1140.36,1167,6111,11722.3,27350,0,0
Gp10-09,10,10,1000,153.429,1,1112,insert_critic,nd,5.68995,0.738692,0.689875,0.8358,SHC,1133,1198.65,1280,1,5.24,15,0,0
