nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-04,9,9,1000,165.738,1,1130,swap,nd,5.05428,0.631148,0.592505,0.75,SHC,1141,1171.67,1201,2,8.29,21,0,0
Gp09-04,9,9,1000,165.738,1,1130,swap,nd,5.05428,0.631148,0.592505,0.75,SHC_with_budget,1138,1152.59,1177,5982,10256.8,22652,0,0
Gp09-04,9,9,1000,165.738,1,1130,insert,nd,7.54758,0.502446,0.605343,0.8341,SHC,1142,1178.3,1222,2,7.41,18,0,0
Gp09-04,9,9,1000,165.738,1,1130,insert,nd,7.54758,0.502446,0.605343,0.8341,SHC_with_budget,1139,1156.98,1179,7098,11986.2,29184,0,0
Gp09-04,9,9,1000,165.738,1,1130,swap+insert,nd,6.03287,0.796731,0.650777,0.8175,SHC,1144,1169.04,1188,3,8.56,15,0,0
Gp09-04,9,9,1000,165.738,1,1130,swap+insert,nd,6.03287,0.796731,0.650777,0.8175,SHC_with_budget,1139,1153.82,1179,6701,11528,24735,0,0
Gp09-04,9,9,1000,165.738,1,1130,swap_critic,nd,5.5071,0.784793,0.674672,0.7523,SHC,1143,1179.2,1221,1,7.06,20,0,0
Gp09-04,9,9,1000,165.738,1,1130,swap_critic,nd,5.5071,0.784793,0.674672,0.7523,SHC_with_budget,1141,1152.24,1175,2974,8043.44,19178,0,0
Gp09-04,9,9,1000,165.738,1,1130,insert_critic,nd,6.38823,0.541873,0.708168,0.8342,SHC,1159,1202.18,1269,1,4.77,12,0,0
Gp09-04,9,9,1000,165.738,1,1130,insert_critic,nd,6.38823,0.541873,0.708168,0.8342,SHC_with_budget,1151,1197.59,1265,2541,6059.15,11879,0,0
Gp09-04,9,9,1000,165.738,1,1130,swap+insert_critic,nd,9.05753,0.503824,0.613171,0.8069,SHC,1143,1179.49,1238,1,6.87,18,0,0
