nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp08-06,8,8,1000,174.967,1,1115,swap,FIFO-simple,3.3781,0.907524,0.970143,0.596,SHC,1197,1317.89,1473,5,16.59,42,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap,FIFO-simple,3.3781,0.907524,0.970143,0.596,SHC_with_budget,1136,1217.06,1312,2921,5882.89,15053,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert,FIFO-simple,4.72203,1.2223,0.957171,0.7416,SHC,1245,1389.9,1625,3,11.71,28,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert,FIFO-simple,4.72203,1.2223,0.957171,0.7416,SHC_with_budget,1157,1225.72,1323,4157,7954.59,19326,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert,FIFO-simple,4.79297,1.13669,1.09944,0.685,SHC,1199,1316.79,1492,5,16.86,33,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert,FIFO-simple,4.79297,1.13669,1.09944,0.685,SHC_with_budget,1148,1223.47,1304,3646,7180.93,19911,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap_critic,FIFO-simple,2.95369,1.05464,1.45167,0.5954,SHC,1446,1782.79,2307,1,1,1,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap_critic,FIFO-simple,2.95369,1.05464,1.45167,0.5954,SHC_with_budget,1488,1790.08,2428,1,1,1,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert_critic,FIFO-simple,6.06177,1.35414,1.17115,0.7335,SHC,1447,1773.22,2238,1,1,1,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert_critic,FIFO-simple,6.06177,1.35414,1.17115,0.7335,SHC_with_budget,1510,1814.1,2258,1,1,1,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert_critic,FIFO-simple,4.28202,0.878347,1.17362,0.6953,SHC,1494,1777.58,2342,1,1,1,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert_critic,FIFO-simple,4.28202,0.878347,1.17362,0.6953,SHC_with_budget,1486,1793.96,2251,1,1,1,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap,FIFO-critique,6.14607,3.87626,4.87712,0.3677,SHC,1250,1433.08,1651,31,60.46,98,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap,FIFO-critique,6.14607,3.87626,4.87712,0.3677,SHC_with_budget,1129,1293.7,1442,1364,2844.78,6852,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert,FIFO-critique,16.0943,7.27484,5.78066,0.5875,SHC,1241,1532.29,2313,9,52.17,96,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert,FIFO-critique,16.0943,7.27484,5.78066,0.5875,SHC_with_budget,1157,1291.84,1442,2759,4394.93,7475,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert,FIFO-critique,17.3405,5.71166,5.99103,0.5,SHC,1203,1417.46,1709,33,63.49,102,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert,FIFO-critique,17.3405,5.71166,5.99103,0.5,SHC_with_budget,1136,1278.24,1508,2362,3715.86,7743,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap_critic,FIFO-critique,8.75599,4.0882,5.263,0.3712,SHC,1241,1422.71,1707,33,61.89,111,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap_critic,FIFO-critique,8.75599,4.0882,5.263,0.3712,SHC_with_budget,1182,1379.09,1622,27,104.71,353,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert_critic,FIFO-critique,16.07,5.05874,4.74067,0.5805,SHC,1308,1527.35,2023,15,50.3,89,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert_critic,FIFO-critique,16.07,5.05874,4.74067,0.5805,SHC_with_budget,1251,1389.79,1709,37,91.63,291,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert_critic,FIFO-critique,10.5885,7.36807,4.99131,0.5034,SHC,1201,1414.89,1721,28,62.96,124,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert_critic,FIFO-critique,10.5885,7.36807,4.99131,0.5034,SHC_with_budget,1207,1396.96,1578,46,90.12,271,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap,best,3.84506,0.762003,1.03272,0.7361,SHC,1147,1168.64,1200,2,7.35,18,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap,best,3.84506,0.762003,1.03272,0.7361,SHC_with_budget,1147,1151.22,1174,4724,7546.06,13259,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert,best,8.98042,0.758128,0.785446,0.8132,SHC,1147,1176.9,1211,2,6.45,19,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert,best,8.98042,0.758128,0.785446,0.8132,SHC_with_budget,1147,1154.22,1179,5125,8819.55,17102,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert,best,6.5726,0.711808,0.747323,0.788,SHC,1147,1164.55,1199,2,7.88,14,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap+insert,best,6.5726,0.711808,0.747323,0.788,SHC_with_budget,1147,1151.74,1174,5273,8724.68,19960,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap_critic,best,4.75054,0.868719,0.739256,0.7284,SHC,1147,1179.47,1229,1,6.36,16,0,0
Gp08-06,8,8,1000,174.967,1,1115,swap_critic,best,4.75054,0.868719,0.739256,0.7284,SHC_with_budget,1147,1150.1,1169,3418,6687.47,14820,0,0
Gp08-06,8,8,1000,174.967,1,1115,insert_critic,best,9.93624,0.794794,0.781169,0.828,SHC,1148,1201.87,1305,1,4.26,12,0,0
