nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp08-02,8,8,1000,169.626,1,1135,swap+insert,FIFO-simple,5.49195,1.09202,1.11894,0.6807,SHC_with_budget,1135,1237.42,1334,3544,6672.4,15170,0.01,0
Gp08-02,8,8,1000,169.626,1,1135,swap_critic,FIFO-simple,3.16752,1.15102,1.09035,0.5926,SHC,1488,1805.32,2277,1,1,1,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap_critic,FIFO-simple,3.16752,1.15102,1.09035,0.5926,SHC_with_budget,1506,1812.28,2245,1,1,1,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert_critic,FIFO-simple,6.40064,1.08249,0.952232,0.7472,SHC,1445,1813.13,2211,1,1,1,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert_critic,FIFO-simple,6.40064,1.08249,0.952232,0.7472,SHC_with_budget,1404,1823.49,2243,1,1,1,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert_critic,FIFO-simple,4.86282,1.17222,1.02086,0.6944,SHC,1403,1775.92,2265,1,1,1,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert_critic,FIFO-simple,4.86282,1.17222,1.02086,0.6944,SHC_with_budget,1511,1798.47,2204,1,1,1,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap,FIFO-critique,8.42449,5.36318,4.26861,0.3659,SHC,1211,1428.72,1638,30,58.87,96,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap,FIFO-critique,8.42449,5.36318,4.26861,0.3659,SHC_with_budget,1161,1290.54,1490,1629,2906.44,6548,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert,FIFO-critique,19.4877,6.78343,6.28989,0.5766,SHC,1274,1571.97,2295,8,44.5,84,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert,FIFO-critique,19.4877,6.78343,6.28989,0.5766,SHC_with_budget,1161,1281.79,1493,2782,4624.63,8043,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert,FIFO-critique,13.7874,5.54534,5.61814,0.491,SHC,1254,1421.81,1594,36,61.58,96,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert,FIFO-critique,13.7874,5.54534,5.61814,0.491,SHC_with_budget,1156,1277.92,1510,2322,3996.26,7669,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap_critic,FIFO-critique,7.98198,5.75644,5.23868,0.371,SHC,1226,1431.47,1716,27,59.98,96,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap_critic,FIFO-critique,7.98198,5.75644,5.23868,0.371,SHC_with_budget,1208,1375.75,1580,35,108.17,405,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert_critic,FIFO-critique,15.2678,6.63205,5.89041,0.579,SHC,1238,1541.01,2366,6,50.68,108,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert_critic,FIFO-critique,15.2678,6.63205,5.89041,0.579,SHC_with_budget,1241,1416.8,1749,40,93.16,635,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert_critic,FIFO-critique,15.9695,5.44559,7.11723,0.5043,SHC,1240,1444.88,1694,24,59.55,102,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert_critic,FIFO-critique,15.9695,5.44559,7.11723,0.5043,SHC_with_budget,1203,1382.15,1622,34,95.11,380,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap,best,4.60179,0.507284,0.673414,0.7311,SHC,1137,1163.29,1236,3,8.07,18,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap,best,4.60179,0.507284,0.673414,0.7311,SHC_with_budget,1136,1147.16,1161,4393,7345.58,15138,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert,best,6.6706,0.639426,0.526634,0.8217,SHC,1137,1177.35,1225,2,6.13,13,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert,best,6.6706,0.639426,0.526634,0.8217,SHC_with_budget,1136,1149.51,1170,5139,8614.03,15453,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert,best,5.21675,0.794049,0.482926,0.7905,SHC,1136,1162.4,1202,2,7.97,19,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap+insert,best,5.21675,0.794049,0.482926,0.7905,SHC_with_budget,1136,1148.29,1161,5055,8028.04,14118,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap_critic,best,3.36497,0.416368,0.612376,0.725,SHC,1137,1181.35,1240,2,6.2,15,0,0
Gp08-02,8,8,1000,169.626,1,1135,swap_critic,best,3.36497,0.416368,0.612376,0.725,SHC_with_budget,1136,1146.46,1165,2651,6020.39,13903,0,0
Gp08-02,8,8,1000,169.626,1,1135,insert_critic,best,5.15179,0.678642,0.651153,0.8214,SHC,1148,1208.54,1289,1,4.17,14,0,0
