nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,taux_neutre,resultat_min,resultat_moyen,resultat_max,iteration_min,iteration_moyen,iteration_max,freq_optimum_glob,freq_borne_inf
Gp03-03,3,3,1000,190.54,1,1168,swap,nd,0.00158109,0.7232,1168,1168,1168,1,1.91,3,1,0
