nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp08-04,8,8,1000,190.301,1,1153,swap,nd,3.3311,0.649815,0.830039,0.7372,SHC,1168,1183.17,1216,1,7.59,15,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,nd,3.3311,0.649815,0.830039,0.7372,SHC_with_budget,1168,1171.13,1176,4311,7432.06,14011,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,nd,7.74528,0.807062,0.680013,0.8328,SHC,1171,1190.67,1246,1,6.41,14,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,nd,7.74528,0.807062,0.680013,0.8328,SHC_with_budget,1168,1172.03,1185,5308,9003.14,22322,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert,nd,9.30857,0.690641,0.65023,0.7959,SHC,1169,1181.92,1206,3,7.38,17,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert,nd,9.30857,0.690641,0.65023,0.7959,SHC_with_budget,1168,1172.03,1185,4914,8269.08,17323,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap_critic,nd,4.49068,0.79336,0.864109,0.7385,SHC,1170,1192.32,1238,1,5.99,13,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap_critic,nd,4.49068,0.79336,0.864109,0.7385,SHC_with_budget,1168,1171.16,1185,3225,6040.04,11723,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert_critic,nd,7.89744,0.676703,0.711811,0.8382,SHC,1171,1209.97,1263,1,4.03,13,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert_critic,nd,7.89744,0.676703,0.711811,0.8382,SHC_with_budget,1171,1205.21,1274,2135,4663.99,8339,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert_critic,nd,6.32627,0.789194,0.682907,0.7988,SHC,1170,1193.71,1253,1,6.39,14,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert_critic,nd,6.32627,0.789194,0.682907,0.7988,SHC_with_budget,1168,1172.37,1203,2612,6742.6,13519,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,giffler,3.26119,1.3913,1.59741,0.4588,SHC,1173,1251.18,1384,5,15.78,29,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,giffler,3.26119,1.3913,1.59741,0.4588,SHC_with_budget,1154,1191.54,1239,2895,5526.12,12303,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,giffler,4.4369,2.00298,1.55901,0.6279,SHC,1200,1298.36,1457,2,11.6,25,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,giffler,4.4369,2.00298,1.55901,0.6279,SHC_with_budget,1168,1195.94,1259,4159,7230.56,14392,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert,giffler,5.32815,1.56422,1.48038,0.5638,SHC,1171,1241.71,1377,4,16.15,34,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert,giffler,5.32815,1.56422,1.48038,0.5638,SHC_with_budget,1154,1191.96,1245,3527,6909.41,14172,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap_critic,giffler,3.44721,1.58675,1.5363,0.463,SHC,1190,1270.66,1394,3,14.2,29,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap_critic,giffler,3.44721,1.58675,1.5363,0.463,SHC_with_budget,1168,1196.56,1346,33,2328.81,6280,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert_critic,giffler,3.93379,1.97012,1.65379,0.6264,SHC,1173,1336.76,1613,2,10.02,23,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert_critic,giffler,3.93379,1.97012,1.65379,0.6264,SHC_with_budget,1171,1289.12,1535,24,1896.21,4534,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert_critic,giffler,4.86053,1.70084,1.94486,0.5448,SHC,1192,1268.08,1422,4,13.49,30,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert_critic,giffler,4.86053,1.70084,1.94486,0.5448,SHC_with_budget,1154,1201.25,1311,56,3046.51,6487,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,FIFO-simple,3.71842,0.931322,1.15325,0.6024,SHC,1199,1331.89,1530,3,16.98,42,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,FIFO-simple,3.71842,0.931322,1.15325,0.6024,SHC_with_budget,1153,1214.8,1345,2836,5755.19,12243,0.01,0
Gp08-04,8,8,1000,190.301,1,1153,insert,FIFO-simple,4.77765,1.04574,0.94632,0.7595,SHC,1218,1398.51,1562,2,11.96,26,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,FIFO-simple,4.77765,1.04574,0.94632,0.7595,SHC_with_budget,1168,1228.1,1345,4376,8160.51,20596,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert,FIFO-simple,4.45875,0.956238,1.45435,0.6999,SHC,1212,1335.16,1569,2,16.56,36,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert,FIFO-simple,4.45875,0.956238,1.45435,0.6999,SHC_with_budget,1168,1233.8,1345,3788,6812.7,12442,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap_critic,FIFO-simple,2.96057,1.02813,1.12622,0.6097,SHC,1412,1834.36,2428,1,1,1,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap_critic,FIFO-simple,2.96057,1.02813,1.12622,0.6097,SHC_with_budget,1578,1824.5,2179,1,1,1,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert_critic,FIFO-simple,6.69767,1.22861,1.12198,0.7494,SHC,1473,1826.86,2251,1,1,1,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert_critic,FIFO-simple,6.69767,1.22861,1.12198,0.7494,SHC_with_budget,1494,1809.54,2308,1,1,1,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert_critic,FIFO-simple,4.92668,1.15638,1.27271,0.685,SHC,1514,1807.87,2218,1,1,1,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap+insert_critic,FIFO-simple,4.92668,1.15638,1.27271,0.685,SHC_with_budget,1519,1797.19,2249,1,1,1,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,FIFO-critique,6.99428,5.37639,5.43693,0.3727,SHC,1214,1451.09,1728,30,60.33,106,0,0
Gp08-04,8,8,1000,190.301,1,1153,swap,FIFO-critique,6.99428,5.37639,5.43693,0.3727,SHC_with_budget,1181,1316.23,1522,1626,3085.46,7738,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,FIFO-critique,13.6402,6.68327,4.96571,0.5941,SHC,1269,1561.97,1984,16,50.83,104,0,0
Gp08-04,8,8,1000,190.301,1,1153,insert,FIFO-critique,13.6402,6.68327,4.96571,0.5941,SHC_with_budget,1168,1317.86,1527,2746,4381.99,8054,0,0
