nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp08-03,8,8,1000,173.933,1,1110,swap,giffler,2.18084,1.87302,1.35256,0.4207,SHC_with_budget,1116,1171.56,1247,2667,5430.73,11986,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,giffler,4.46665,1.76036,1.6291,0.5877,SHC,1192,1304.81,1627,4,12.25,28,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,giffler,4.46665,1.76036,1.6291,0.5877,SHC_with_budget,1119,1170.2,1268,3798,8039.51,27226,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,giffler,4.92043,1.99136,1.8635,0.5426,SHC,1120,1255.96,1403,4,15.01,40,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,giffler,4.92043,1.99136,1.8635,0.5426,SHC_with_budget,1111,1173.98,1246,3367,7063.5,13965,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,giffler,2.89113,1.59682,1.67309,0.4186,SHC,1122,1261.07,1434,4,13.57,29,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,giffler,2.89113,1.59682,1.67309,0.4186,SHC_with_budget,1119,1178.64,1401,177,2261.87,5294,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,giffler,6.79844,1.4516,1.14849,0.5847,SHC,1174,1322.38,1477,1,10.38,26,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,giffler,6.79844,1.4516,1.14849,0.5847,SHC_with_budget,1156,1282.87,1542,46,1893.04,4761,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert_critic,giffler,3.76956,1.65804,1.93509,0.5461,SHC,1138,1266.32,1413,4,14.16,28,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert_critic,giffler,3.76956,1.65804,1.93509,0.5461,SHC_with_budget,1119,1186.6,1429,59,3032.43,7374,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap,FIFO-simple,2.78885,0.886712,1.05668,0.5757,SHC,1228,1330.89,1531,3,16.28,30,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap,FIFO-simple,2.78885,0.886712,1.05668,0.5757,SHC_with_budget,1145,1210.1,1330,2797,5356.96,13539,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,FIFO-simple,5.22683,1.21697,1.27937,0.741,SHC,1215,1378.17,1644,3,12.06,29,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,FIFO-simple,5.22683,1.21697,1.27937,0.741,SHC_with_budget,1111,1219.73,1330,4278,7531.45,15948,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,FIFO-simple,6.51431,1.10919,1.0568,0.7007,SHC,1186,1326.07,1527,5,15.51,33,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,FIFO-simple,6.51431,1.10919,1.0568,0.7007,SHC_with_budget,1120,1223.8,1330,3904,7102.11,15325,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,FIFO-simple,2.72412,0.930721,1.25966,0.5802,SHC,1460,1782.18,2118,1,1,1,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,FIFO-simple,2.72412,0.930721,1.25966,0.5802,SHC_with_budget,1375,1765.59,2160,1,1,1,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,FIFO-simple,5.40937,1.19912,0.989855,0.7369,SHC,1481,1773.53,2324,1,1,1,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,FIFO-simple,5.40937,1.19912,0.989855,0.7369,SHC_with_budget,1431,1787.98,2148,1,1,1,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert_critic,FIFO-simple,4.01969,1.0405,0.918672,0.6836,SHC,1445,1783.03,2323,1,1,1,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert_critic,FIFO-simple,4.01969,1.0405,0.918672,0.6836,SHC_with_budget,1490,1739.73,2125,1,1,1,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap,FIFO-critique,6.34295,5.50506,4.91217,0.3769,SHC,1233,1417.67,1736,21,58.77,89,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap,FIFO-critique,6.34295,5.50506,4.91217,0.3769,SHC_with_budget,1161,1271.4,1451,1524,2983.71,6302,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,FIFO-critique,14.3364,5.47731,6.0947,0.5681,SHC,1258,1512.18,2231,12,52.2,96,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,FIFO-critique,14.3364,5.47731,6.0947,0.5681,SHC_with_budget,1161,1253.9,1527,2590,4671.14,8664,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,FIFO-critique,9.32953,6.42815,4.77074,0.503,SHC,1187,1412.28,1793,29,63.24,107,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,FIFO-critique,9.32953,6.42815,4.77074,0.503,SHC_with_budget,1156,1260.49,1527,2104,3841.26,6529,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,FIFO-critique,8.04331,8.15475,3.97412,0.3668,SHC,1257,1427.23,1710,23,58.73,124,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,FIFO-critique,8.04331,8.15475,3.97412,0.3668,SHC_with_budget,1211,1399.38,1622,36,103.88,584,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,FIFO-critique,17.4943,7.68389,6.15005,0.5857,SHC,1235,1515.89,2231,15,51.21,88,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,FIFO-critique,17.4943,7.68389,6.15005,0.5857,SHC_with_budget,1177,1394.07,1620,38,88.32,350,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert_critic,FIFO-critique,12.9792,5.23844,5.64212,0.5028,SHC,1222,1426.57,1704,30,62.18,99,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert_critic,FIFO-critique,12.9792,5.23844,5.64212,0.5028,SHC_with_budget,1213,1375.69,1612,44,106.81,327,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap,best,4.39447,0.565132,0.743546,0.736,SHC,1114,1141.62,1188,3,7.85,19,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap,best,4.39447,0.565132,0.743546,0.736,SHC_with_budget,1110,1121.5,1129,4795,7476.87,14179,0.02,0
Gp08-03,8,8,1000,173.933,1,1110,insert,best,5.455,0.551965,0.679763,0.8384,SHC,1121,1156.88,1214,1,6.35,15,0,0
Gp08-03,8,8,1000,173.933,1,1110,insert,best,5.455,0.551965,0.679763,0.8384,SHC_with_budget,1111,1125.52,1166,5530,9447.34,22635,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,best,4.85421,0.585335,0.722495,0.7924,SHC,1114,1144.63,1226,1,8.25,15,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap+insert,best,4.85421,0.585335,0.722495,0.7924,SHC_with_budget,1111,1124.1,1162,5286,8733.89,16792,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,best,4.40375,0.804768,0.838507,0.737,SHC,1120,1166.51,1225,1,6.12,16,0,0
Gp08-03,8,8,1000,173.933,1,1110,swap_critic,best,4.40375,0.804768,0.838507,0.737,SHC_with_budget,1110,1122.1,1162,3637,5955.93,11524,0.01,0
Gp08-03,8,8,1000,173.933,1,1110,insert_critic,best,5.74267,0.818768,0.646655,0.8251,SHC,1120,1194.34,1273,1,4.5,15,0,0
