nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-05,9,9,1000,160.099,1,1180,swap,nd,4.35146,0.614991,0.761473,0.7608,SHC,1180,1191.31,1216,2,8.4,18,0.02,0
Gp09-05,9,9,1000,160.099,1,1180,swap,nd,4.35146,0.614991,0.761473,0.7608,SHC_with_budget,1180,1180.83,1196,5825,10501.2,22033,0.7,0
Gp09-05,9,9,1000,160.099,1,1180,insert,nd,8.54889,0.580332,0.725114,0.8453,SHC,1181,1196.14,1247,1,7.71,18,0,0
Gp09-05,9,9,1000,160.099,1,1180,insert,nd,8.54889,0.580332,0.725114,0.8453,SHC_with_budget,1180,1182.09,1204,6790,11770,25166,0.53,0
Gp09-05,9,9,1000,160.099,1,1180,swap+insert,nd,5.15919,0.557734,0.69624,0.815,SHC,1180,1188.75,1209,2,8.83,17,0.05,0
Gp09-05,9,9,1000,160.099,1,1180,swap+insert,nd,5.15919,0.557734,0.69624,0.815,SHC_with_budget,1180,1181.94,1199,6781,11434.6,25210,0.63,0
Gp09-05,9,9,1000,160.099,1,1180,swap_critic,nd,5.22834,0.754241,0.932547,0.755,SHC,1181,1199.86,1251,1,6.57,16,0,0
Gp09-05,9,9,1000,160.099,1,1180,swap_critic,nd,5.22834,0.754241,0.932547,0.755,SHC_with_budget,1180,1180.91,1199,3141,7026.48,13110,0.68,0
Gp09-05,9,9,1000,160.099,1,1180,insert_critic,nd,8.08634,0.800567,0.892182,0.839,SHC,1181,1220.87,1305,1,4.39,15,0,0
Gp09-05,9,9,1000,160.099,1,1180,insert_critic,nd,8.08634,0.800567,0.892182,0.839,SHC_with_budget,1180,1216.07,1284,2217,5639.02,10114,0.01,0
Gp09-05,9,9,1000,160.099,1,1180,swap+insert_critic,nd,7.73885,0.898061,0.833057,0.8181,SHC,1181,1201.32,1253,2,6.85,15,0,0
