nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-03,9,9,1000,186.288,1,1115,swap,nd,3.91059,0.666886,0.659817,0.7437,SHC,1118,1149.79,1215,2,8.93,19,0,0
Gp09-03,9,9,1000,186.288,1,1115,swap,nd,3.91059,0.666886,0.659817,0.7437,SHC_with_budget,1117,1131.83,1158,6101,10647,31258,0,0
Gp09-03,9,9,1000,186.288,1,1115,insert,nd,8.19345,0.667135,0.6761,0.8332,SHC,1119,1169.31,1231,1,7.15,16,0,0
Gp09-03,9,9,1000,186.288,1,1115,insert,nd,8.19345,0.667135,0.6761,0.8332,SHC_with_budget,1117,1137.31,1174,6853,11640.4,30132,0,0
Gp09-03,9,9,1000,186.288,1,1115,swap+insert,nd,4.64639,0.512549,0.747775,0.7949,SHC,1118,1150.53,1217,1,9.12,24,0,0
Gp09-03,9,9,1000,186.288,1,1115,swap+insert,nd,4.64639,0.512549,0.747775,0.7949,SHC_with_budget,1117,1134.52,1158,6842,11431.1,24417,0,0
Gp09-03,9,9,1000,186.288,1,1115,swap_critic,nd,3.89408,0.697873,0.527392,0.7358,SHC,1118,1170.93,1269,2,7.41,16,0,0
Gp09-03,9,9,1000,186.288,1,1115,swap_critic,nd,3.89408,0.697873,0.527392,0.7358,SHC_with_budget,1117,1132.88,1158,2972,8355.22,17498,0,0
Gp09-03,9,9,1000,186.288,1,1115,insert_critic,nd,4.28828,0.492487,0.629276,0.8311,SHC,1119,1205.51,1295,1,4.5,13,0,0
Gp09-03,9,9,1000,186.288,1,1115,insert_critic,nd,4.28828,0.492487,0.629276,0.8311,SHC_with_budget,1118,1193.15,1276,3040,6065.72,13360,0,0
Gp09-03,9,9,1000,186.288,1,1115,swap+insert_critic,nd,6.53394,0.594394,0.446218,0.8063,SHC,1118,1171.59,1252,2,6.83,16,0,0
