nom_instance,nbr_machine,nbr_job,borne_inférieur,ecart_type,optimum_connu,optimum_global,voisinage,fitness,rugosité,rugosité_sans_neutre,rugosité_sans_plateau,taux_neutre,descente,resultat_min,resultat_moyen,resultat_max,nbr_pas_min,nbr_pas_moyen,nbr_pas_max,freq_optimum_glob,freq_borne_inf
Gp09-10,9,9,1000,166.678,1,1110,swap,nd,3.2541,0.680733,0.615469,0.7454,SHC,1130,1153.51,1199,2,8.45,20,0,0
Gp09-10,9,9,1000,166.678,1,1110,swap,nd,3.2541,0.680733,0.615469,0.7454,SHC_with_budget,1129,1137.33,1159,6103,10597.6,22694,0,0
Gp09-10,9,9,1000,166.678,1,1110,insert,nd,10.437,0.695235,0.562868,0.8256,SHC,1130,1159.31,1211,2,7.55,18,0,0
Gp09-10,9,9,1000,166.678,1,1110,insert,nd,10.437,0.695235,0.562868,0.8256,SHC_with_budget,1129,1138.03,1159,6842,13227.6,29761,0,0
Gp09-10,9,9,1000,166.678,1,1110,swap+insert,nd,4.99031,0.631705,0.754247,0.8012,SHC,1130,1154.52,1191,2,8.1,21,0,0
Gp09-10,9,9,1000,166.678,1,1110,swap+insert,nd,4.99031,0.631705,0.754247,0.8012,SHC_with_budget,1129,1139.37,1160,6651,12597.6,25529,0,0
Gp09-10,9,9,1000,166.678,1,1110,swap_critic,nd,5.72626,0.337384,0.566085,0.7424,SHC,1130,1167.89,1207,1,6.43,16,0,0
Gp09-10,9,9,1000,166.678,1,1110,swap_critic,nd,5.72626,0.337384,0.566085,0.7424,SHC_with_budget,1129,1136.82,1160,4598,9038.23,24642,0,0
Gp09-10,9,9,1000,166.678,1,1110,insert_critic,nd,12.4702,0.54658,0.668719,0.8468,SHC,1130,1193.7,1272,1,4.98,12,0,0
Gp09-10,9,9,1000,166.678,1,1110,insert_critic,nd,12.4702,0.54658,0.668719,0.8468,SHC_with_budget,1141,1183.08,1257,3039,5870.81,9065,0,0
Gp09-10,9,9,1000,166.678,1,1110,swap+insert_critic,nd,5.81407,0.874809,0.691144,0.8027,SHC,1139,1165.27,1201,2,6.68,17,0,0
